Accno	Trimpoints Used	Used Trimmed Length	Orig Trimpoints	Orig Trimmed Length	Raw Length
HSKHDBE01DILE9	57-355	299	15-355	341	365
HSKHDBE01D3TA6	59-417	359	15-417	403	495
HSKHDBE01EGAP0	54-403	350	15-403	389	531
HSKHDBE01AQXL3	55-484	430	15-493	479	523
HSKHDBE01D82CX	54-460	407	15-474	460	519
HSKHDBE01EJEE7	57-151	95	15-151	137	579
HSKHDBE01BVEPS	57-432	376	15-440	426	521
HSKHDBE01A790O	58-183	126	15-183	169	346
HSKHDBE01DAVH6	59-296	238	15-296	282	299
HSKHDBE01ERVVK	55-325	271	15-325	311	508
HSKHDBE01C33YO	59-118	60	15-118	104	782
HSKHDBE01DKYFC	60-143	84	15-143	129	657
HSKHDBE01CFNCI	56-230	175	15-230	216	240
HSKHDBE01CHKR7	57-355	299	15-355	341	367
HSKHDBE01EWR5M	54-492	439	15-492	478	508
HSKHDBE01D1YB0	56-486	431	15-486	472	497
HSKHDBE01DRP5W	55-307	253	15-362	348	395
HSKHDBE01DP0PL	56-401	346	15-415	401	490
HSKHDBE01EFX0O	54-308	255	15-308	294	327
HSKHDBE01CZJJ7	55-473	419	15-473	459	512
HSKHDBE01B7AVK	56-406	351	15-406	392	426
HSKHDBE01AR5GX	56-460	405	15-460	446	494
HSKHDBE01CQM3B	58-442	385	15-442	428	465
HSKHDBE01BSIF1	55-512	458	15-512	498	526
HSKHDBE01A6JBL	56-495	440	15-495	481	496
HSKHDBE01DDYNR	56-472	417	15-509	495	511
HSKHDBE01BOB2M	57-517	461	15-517	503	539
HSKHDBE01C0DXV	57-342	286	15-342	328	497
HSKHDBE01BD9LN	54-70	17	15-70	56	572
HSKHDBE01AN4HS	57-378	322	15-378	364	491
HSKHDBE01CRT08	58-296	239	15-296	282	297
HSKHDBE01DSKJC	59-528	470	15-528	514	534
HSKHDBE01DOE3T	61-257	197	15-257	243	565
HSKHDBE01B4EFL	55-500	446	15-511	497	517
HSKHDBE01ECD3W	58-421	364	15-443	429	555
HSKHDBE01CSJTJ	57-120	64	15-120	106	487
HSKHDBE01A3LAX	58-367	310	15-367	353	515
HSKHDBE01AQKTJ	55-511	457	15-511	497	524
HSKHDBE01EN1G3	56-95	40	15-95	81	528
HSKHDBE01DKUDB	58-332	275	15-332	318	518
HSKHDBE01CLD0O	54-82	29	15-82	68	345
HSKHDBE01DO0R0	55-495	441	15-495	481	522
HSKHDBE01C3EXG	56-472	417	15-472	458	476
HSKHDBE01CRT54	55-179	125	15-179	165	472
HSKHDBE01BDTSY	58-464	407	15-464	450	515
HSKHDBE01C5AXK	58-452	395	15-452	438	515
HSKHDBE01BVDRZ	58-466	409	15-466	452	547
HSKHDBE01AJJ89	57-370	314	15-404	390	505
HSKHDBE01C98HE	56-477	422	15-477	463	496
HSKHDBE01D31Z9	55-488	434	15-488	474	522
HSKHDBE01BC37Q	54-401	348	15-401	387	520
HSKHDBE01C6CUA	59-481	423	15-489	475	493
HSKHDBE01AF77P	54-399	346	15-409	395	504
HSKHDBE01EX3D6	59-101	43	15-101	87	774
HSKHDBE01D3O64	56-218	163	15-218	204	222
HSKHDBE01CNFNB	55-198	144	15-198	184	613
HSKHDBE01EBICW	58-337	280	15-337	323	340
HSKHDBE01ELE34	59-488	430	15-496	482	507
HSKHDBE01CA5UU	59-496	438	15-496	482	511
HSKHDBE01AI7KB	75-92	18	15-92	78	107
HSKHDBE01DB5S8	59-492	434	15-492	478	514
HSKHDBE01CML7P	55-512	458	15-512	498	528
HSKHDBE01DVXWI	56-488	433	15-488	474	498
HSKHDBE01DGBWM	54-426	373	15-426	412	501
HSKHDBE01DADD1	57-404	348	15-405	391	503
HSKHDBE01DXUNQ	59-529	471	15-529	515	535
HSKHDBE01AK7BL	57-126	70	15-126	112	671
HSKHDBE01BO4NL	57-476	420	15-510	496	512
HSKHDBE01A3L1Y	53-470	418	15-487	473	532
HSKHDBE01B1ALI	54-354	301	15-354	340	510
HSKHDBE01A1GXZ	47-47	1	15-47	33	243
HSKHDBE01A5JJW	57-121	65	15-121	107	501
HSKHDBE01CHDZ3	54-359	306	15-359	345	361
HSKHDBE01DQW5I	57-121	65	15-121	107	495
HSKHDBE01CRKPC	57-291	235	15-291	277	526
HSKHDBE01EDSKL	58-496	439	15-496	482	517
HSKHDBE01AUK28	59-202	144	15-202	188	408
HSKHDBE01AM4R9	57-118	62	15-118	104	486
HSKHDBE01DVD6R	59-306	248	15-306	292	504
HSKHDBE01CS22L	56-213	158	15-213	199	680
HSKHDBE01A69WY	58-146	89	15-176	162	482
HSKHDBE01B07EZ	56-363	308	15-363	349	368
HSKHDBE01DL1YS	59-525	467	15-525	511	528
HSKHDBE01EBH1X	58-141	84	15-141	127	552
HSKHDBE01DKGV8	57-513	457	15-519	505	541
HSKHDBE01CI55E	57-510	454	15-528	514	536
HSKHDBE01A0ZD1	60-204	145	15-204	190	513
HSKHDBE01AXGAQ	56-511	456	15-511	497	521
HSKHDBE01CXK0G	57-449	393	15-450	436	499
HSKHDBE01AEZB8	59-454	396	15-510	496	514
HSKHDBE01APCYI	54-460	407	15-460	446	473
HSKHDBE01EON5Q	53-472	420	15-489	475	535
HSKHDBE01BLY83	55-410	356	15-438	424	519
HSKHDBE01DQPV9	115-140	26	15-140	126	149
HSKHDBE01CN5X6	56-495	440	15-495	481	525
HSKHDBE01D9H49	56-491	436	15-491	477	497
HSKHDBE01DZQS7	54-303	250	15-303	289	305
HSKHDBE01BV3Y7	54-498	445	14-498	485	523
HSKHDBE01AWX04	55-498	444	15-498	484	520
HSKHDBE01CG2FJ	59-501	443	15-501	487	515
HSKHDBE01A5JHD	57-453	397	15-463	449	524
HSKHDBE01DYN9N	54-348	295	15-348	334	359
HSKHDBE01ED1PF	57-475	419	15-484	470	512
HSKHDBE01D8MEL	56-475	420	15-498	484	523
HSKHDBE01A9ITU	54-313	260	15-313	299	332
HSKHDBE01CV6VA	55-441	387	15-441	427	511
HSKHDBE01A4D0I	56-360	305	15-453	439	478
HSKHDBE01CRA3F	60-464	405	15-464	450	484
HSKHDBE01DEB3X	56-406	351	15-406	392	520
HSKHDBE01EN54R	59-124	66	15-124	110	614
HSKHDBE01CBPTK	57-385	329	15-385	371	515
HSKHDBE01AYK2R	56-165	110	15-165	151	838
HSKHDBE01CWNAA	55-178	124	15-178	164	510
HSKHDBE01CDKFS	56-397	342	15-397	383	400
HSKHDBE01CXV7S	55-527	473	15-527	513	529
HSKHDBE01B3SF4	56-507	452	15-533	519	548
HSKHDBE01DGP0T	54-404	351	15-404	390	545
HSKHDBE01ECU0C	57-434	378	15-444	430	523
HSKHDBE01CQZZ9	56-458	403	15-458	444	477
HSKHDBE01EA9SV	54-377	324	15-377	363	385
HSKHDBE01D32LL	60-471	412	15-471	457	489
HSKHDBE01E0F1E	36-36	1	15-47	33	537
HSKHDBE01B34KL	56-438	383	15-438	424	502
HSKHDBE01BIRY0	93-514	422	15-514	500	525
HSKHDBE01BJ2TL	56-418	363	15-418	404	518
HSKHDBE01A9CX7	54-493	440	15-493	479	511
HSKHDBE01D55QH	57-448	392	15-448	434	507
HSKHDBE01AL2LJ	59-139	81	15-139	125	703
HSKHDBE01EIMT4	56-326	271	15-326	312	522
HSKHDBE01CVZW5	57-99	43	15-99	85	599
HSKHDBE01C12A3	57-502	446	15-530	516	536
HSKHDBE01EBOQG	55-494	440	15-494	480	524
HSKHDBE01C8SR3	57-335	279	15-335	321	508
HSKHDBE01ADJ63	57-474	418	15-482	468	507
HSKHDBE01C2WOR	54-262	209	15-321	307	341
HSKHDBE01C6UP4	55-507	453	15-507	493	518
HSKHDBE01DEHYC	59-503	445	15-503	489	517
HSKHDBE01BZGIF	39-308	270	15-308	294	522
HSKHDBE01DOYHD	57-414	358	15-414	400	525
HSKHDBE01BN546	57-414	358	15-414	400	580
HSKHDBE01CFRME	55-478	424	15-479	465	518
HSKHDBE01DX8Q8	54-504	451	15-504	490	507
HSKHDBE01DIGN7	57-478	422	15-480	466	523
HSKHDBE01C8B2G	56-204	149	15-204	190	490
HSKHDBE01D3NFD	72-91	20	15-91	77	109
HSKHDBE01DLZ4R	56-471	416	15-505	491	508
HSKHDBE01BA1T4	61-464	404	15-464	450	469
HSKHDBE01BNNC6	57-401	345	15-418	404	498
HSKHDBE01DR68E	53-53	1	15-53	39	540
HSKHDBE01BE4SD	57-163	107	15-163	149	615
HSKHDBE01A4DLS	58-71	14	15-72	58	616
HSKHDBE01DJ2IP	93-410	318	15-410	396	563
HSKHDBE01C9NI7	57-307	251	15-307	293	308
HSKHDBE01A29RE	55-396	342	15-396	382	521
HSKHDBE01A65Q6	57-330	274	15-330	316	524
HSKHDBE01A700W	58-321	264	15-321	307	518
HSKHDBE01EEO83	56-356	301	15-356	342	361
HSKHDBE01B54NI	56-201	146	15-201	187	439
HSKHDBE01DAGQW	93-474	382	15-474	460	521
HSKHDBE01C2YZB	54-493	440	15-493	479	497
HSKHDBE01BKZXA	59-507	449	15-507	493	523
HSKHDBE01AWER8	58-95	38	15-95	81	563
HSKHDBE01B9WUV	57-522	466	15-522	508	525
HSKHDBE01DYGHN	56-473	418	15-473	459	477
HSKHDBE01DIKBW	59-510	452	15-510	496	515
HSKHDBE01BZD83	53-510	458	15-510	496	533
HSKHDBE01CFH0S	54-54	1	15-54	40	726
HSKHDBE01EUU6E	54-492	439	15-492	478	494
HSKHDBE01ARCHT	56-189	134	15-189	175	543
HSKHDBE01CROOY	59-200	142	15-200	186	544
HSKHDBE01CXZ6O	54-433	380	15-433	419	523
HSKHDBE01ARBSP	57-293	237	15-293	279	318
HSKHDBE01DB7D8	56-490	435	15-490	476	496
HSKHDBE01ATM2A	56-469	414	15-494	480	509
HSKHDBE01EBSVM	55-472	418	15-472	458	506
HSKHDBE01BFJT7	59-501	443	15-501	487	506
HSKHDBE01DECMA	55-318	264	15-318	304	517
HSKHDBE01B05FN	92-472	381	15-472	458	476
HSKHDBE01DE1KF	57-377	321	15-377	363	382
HSKHDBE01DYH1I	59-524	466	15-524	510	530
HSKHDBE01CYO97	56-434	379	15-434	420	523
HSKHDBE01DG4YK	58-445	388	15-445	431	525
HSKHDBE01DL5SP	57-462	406	15-462	448	500
HSKHDBE01BJ68X	57-287	231	15-287	273	296
HSKHDBE01CQ1TG	36-36	1	15-59	45	532
HSKHDBE01DFLD2	55-178	124	15-178	164	512
HSKHDBE01BLZZW	59-427	369	15-427	413	515
HSKHDBE01B5N8S	59-319	261	15-319	305	542
HSKHDBE01BLHGL	56-351	296	15-351	337	607
HSKHDBE01BEKF3	55-112	58	15-112	98	513
HSKHDBE01C0YSS	54-492	439	15-492	478	499
HSKHDBE01EE7SB	59-113	55	15-113	99	577
HSKHDBE01DDDB6	57-517	461	15-518	504	533
HSKHDBE01CZUGP	59-518	460	15-518	504	530
HSKHDBE01AXWWU	61-503	443	15-503	489	521
HSKHDBE01D0AXX	56-363	308	15-363	349	369
HSKHDBE01CATGT	48-48	1	15-48	34	122
HSKHDBE01CBY3I	56-472	417	15-501	487	511
HSKHDBE01C3XCW	58-496	439	15-496	482	514
HSKHDBE01AWPHR	56-402	347	15-402	388	512
HSKHDBE01BD2Q8	57-137	81	15-137	123	144
HSKHDBE01B0GEU	60-464	405	15-486	472	518
HSKHDBE01B8S27	57-435	379	15-435	421	528
HSKHDBE01EO2OM	54-308	255	15-308	294	325
HSKHDBE01D18VH	93-510	418	15-510	496	521
HSKHDBE01C5CYC	93-120	28	15-120	106	885
HSKHDBE01A3IGB	57-351	295	15-351	337	368
HSKHDBE01EIZZZ	56-459	404	15-459	445	467
HSKHDBE01BKSZU	45-45	1	15-45	31	624
HSKHDBE01B09TU	57-426	370	15-426	412	522
HSKHDBE01AG2P8	53-517	465	15-517	503	532
HSKHDBE01DD6RD	54-196	143	15-196	182	511
HSKHDBE01A3DO5	56-470	415	15-499	485	509
HSKHDBE01DR1MY	61-426	366	15-426	412	513
HSKHDBE01BX8A1	93-515	423	15-515	501	522
HSKHDBE01DJFGS	53-471	419	15-487	473	535
HSKHDBE01A99I9	56-357	302	15-357	343	365
HSKHDBE01A7K35	57-508	452	15-508	494	519
HSKHDBE01AS6ZA	61-464	404	15-496	482	513
HSKHDBE01D26R8	55-110	56	15-110	96	612
HSKHDBE01CYR3M	56-363	308	15-363	349	511
HSKHDBE01CY2DL	54-288	235	15-288	274	534
HSKHDBE01CFT7U	56-469	414	15-498	484	508
HSKHDBE01B728L	54-426	373	15-426	412	501
HSKHDBE01BIIHP	59-442	384	15-470	456	522
HSKHDBE01AVQWQ	55-464	410	15-464	450	485
HSKHDBE01CMUW1	59-108	50	15-108	94	524
HSKHDBE01BDJEN	56-488	433	15-488	474	494
HSKHDBE01CI556	59-426	368	15-485	471	503
HSKHDBE01CGLOY	56-505	450	15-505	491	519
HSKHDBE01CUUMG	56-359	304	15-364	350	454
HSKHDBE01AHILC	57-528	472	15-528	514	531
HSKHDBE01ANREA	56-170	115	15-170	156	172
HSKHDBE01D1I9I	58-347	290	15-347	333	506
HSKHDBE01DXQV2	55-113	59	15-113	99	605
HSKHDBE01D1N5V	60-491	432	15-491	477	514
HSKHDBE01DLLOA	57-481	425	15-481	467	499
HSKHDBE01BHG5M	56-208	153	15-208	194	266
HSKHDBE01DBMWU	57-363	307	15-363	349	371
HSKHDBE01B5N4H	55-265	211	15-265	251	396
HSKHDBE01EQR4G	58-355	298	15-355	341	519
HSKHDBE01D8PRV	56-418	363	15-418	404	521
HSKHDBE01C5G0T	56-502	447	15-528	514	544
HSKHDBE01ECD0Q	59-131	73	15-131	117	659
HSKHDBE01BTV54	57-65	9	15-65	51	338
HSKHDBE01BPQL5	56-488	433	15-488	474	494
HSKHDBE01A4MAS	61-465	405	15-481	467	519
HSKHDBE01ELBVX	59-453	395	15-508	494	511
HSKHDBE01C3RC8	56-353	298	15-353	339	360
HSKHDBE01B8MPU	56-474	419	15-474	460	493
HSKHDBE01AVWR9	57-180	124	15-180	166	564
HSKHDBE01CCX2X	56-503	448	15-529	515	547
HSKHDBE01CKHNN	57-513	457	15-533	519	537
HSKHDBE01DG0XT	59-129	71	15-145	131	507
HSKHDBE01C0UAR	57-456	400	15-456	442	497
HSKHDBE01BJ2N0	59-429	371	15-429	415	493
HSKHDBE01D728M	93-402	310	15-441	427	529
HSKHDBE01ES13I	57-456	400	15-456	442	529
HSKHDBE01DQOS6	93-121	29	15-121	107	886
HSKHDBE01DN7I1	58-71	14	15-71	57	178
HSKHDBE01DF9BL	58-493	436	15-493	479	509
HSKHDBE01C5RMN	54-456	403	15-456	442	463
HSKHDBE01C74JR	55-178	124	15-178	164	538
HSKHDBE01CJKRY	54-332	279	15-332	318	343
HSKHDBE01BKPI1	55-187	133	15-187	173	503
HSKHDBE01DKKIR	54-99	46	15-99	85	451
HSKHDBE01CCO7P	60-433	374	15-433	419	493
HSKHDBE01AMDQO	57-356	300	15-356	342	363
HSKHDBE01BUD29	53-54	2	15-54	40	897
HSKHDBE01ATKDJ	53-490	438	15-491	477	505
HSKHDBE01EEUND	59-477	419	15-477	463	502
HSKHDBE01AJU0O	57-371	315	15-405	391	503
HSKHDBE01EDM0K	59-488	430	15-496	482	508
HSKHDBE01DCPU9	59-129	71	15-159	145	584
HSKHDBE01DVAFY	93-154	62	15-154	140	535
HSKHDBE01ED73G	57-480	424	15-480	466	540
HSKHDBE01BF3FN	59-487	429	15-500	486	505
HSKHDBE01DPT9P	59-66	8	15-66	52	702
HSKHDBE01ATP77	59-491	433	15-491	477	524
HSKHDBE01DO2E2	54-467	414	15-467	453	503
HSKHDBE01EQ1TM	56-476	421	15-514	500	516
HSKHDBE01AZOB6	56-361	306	15-361	347	535
HSKHDBE01EKVOM	57-373	317	15-373	359	459
HSKHDBE01A5A5L	55-178	124	15-178	164	475
HSKHDBE01D2QOR	56-428	373	15-436	422	519
HSKHDBE01C6GZT	55-403	349	15-415	401	513
HSKHDBE01AYVEQ	56-363	308	15-363	349	368
HSKHDBE01ALMXI	36-36	1	15-60	46	569
HSKHDBE01DLJ7O	93-460	368	15-460	446	484
HSKHDBE01BGW2T	57-338	282	15-338	324	520
HSKHDBE01EOL7Y	38-192	155	15-192	178	636
HSKHDBE01AE7Y0	59-455	397	15-511	497	515
HSKHDBE01DX0XP	54-459	406	15-474	460	517
HSKHDBE01AM2YO	56-485	430	15-485	471	497
HSKHDBE01C1QBV	56-497	442	15-522	508	527
HSKHDBE01BLTC0	115-132	18	15-132	118	150
HSKHDBE01B1H69	54-436	383	15-436	422	497
HSKHDBE01DBWBD	54-442	389	15-442	428	509
HSKHDBE01A8MAE	59-119	61	15-119	105	583
HSKHDBE01DJIEY	57-443	387	15-443	429	525
HSKHDBE01B4ROI	57-414	358	15-414	400	553
HSKHDBE01BJMK3	62-354	293	15-354	340	519
HSKHDBE01ATWHR	57-109	53	15-109	95	382
HSKHDBE01B0ZD2	54-448	395	15-448	434	505
HSKHDBE01EE5O2	56-170	115	15-170	156	172
HSKHDBE01ECTDU	57-400	344	15-400	386	502
HSKHDBE01C43SM	60-409	350	15-409	395	494
HSKHDBE01COGRT	56-416	361	15-416	402	497
HSKHDBE01ANOR5	93-453	361	15-453	439	514
HSKHDBE01BNLY6	93-173	81	15-173	159	505
HSKHDBE01EEV1S	55-179	125	15-179	165	510
HSKHDBE01DQARK	56-469	414	15-479	465	547
HSKHDBE01APL9R	54-501	448	15-501	487	504
HSKHDBE01D65IU	56-341	286	15-341	327	503
HSKHDBE01AIUKV	56-451	396	15-472	458	546
HSKHDBE01B8BSB	61-489	429	15-489	475	506
HSKHDBE01C85AJ	61-86	26	15-86	72	534
HSKHDBE01DDL42	59-364	306	15-364	350	524
HSKHDBE01CLFRR	56-72	17	15-72	58	641
HSKHDBE01CELPK	56-470	415	15-515	501	518
HSKHDBE01DTPB5	54-127	74	15-127	113	540
HSKHDBE01DQZ61	37-469	433	15-473	459	533
HSKHDBE01DEPPH	58-305	248	15-305	291	524
HSKHDBE01BX2UN	37-509	473	15-520	506	531
HSKHDBE01A25GX	56-402	347	15-402	388	516
HSKHDBE01AO64X	57-459	403	15-459	445	531
HSKHDBE01BVLAM	62-425	364	15-425	411	512
HSKHDBE01AV1HF	54-452	399	15-452	438	490
HSKHDBE01ARFOX	93-483	391	15-483	469	519
HSKHDBE01DMACF	56-483	428	15-483	469	494
HSKHDBE01DPVM1	59-522	464	15-522	508	528
HSKHDBE01CR6UE	56-492	437	15-492	478	498
HSKHDBE01CKM3Z	60-165	106	15-165	151	529
HSKHDBE01A0VA1	58-366	309	15-366	352	369
HSKHDBE01CUQ5M	57-512	456	15-512	498	522
HSKHDBE01DMTEU	54-446	393	15-446	432	465
HSKHDBE01DW0ZK	54-374	321	15-374	360	532
HSKHDBE01CV6I0	58-418	361	15-420	406	542
HSKHDBE01A8YP8	57-274	218	15-274	260	547
HSKHDBE01A39UR	58-408	351	15-408	394	550
HSKHDBE01CM4BQ	57-247	191	15-256	242	589
HSKHDBE01BV6BN	45-45	1	15-45	31	558
HSKHDBE01CA3NV	58-377	320	15-377	363	381
HSKHDBE01DOMGE	57-459	403	15-459	445	539
HSKHDBE01AGDD5	57-481	425	15-481	467	499
HSKHDBE01BZO09	59-386	328	15-386	372	502
HSKHDBE01CMSKS	54-456	403	15-456	442	461
HSKHDBE01D35Q6	93-484	392	15-484	470	519
HSKHDBE01BFH3A	57-382	326	15-393	379	572
HSKHDBE01EZDHE	36-36	1	15-65	51	595
HSKHDBE01EN7UO	75-108	34	15-108	94	109
HSKHDBE01CX9UK	55-178	124	15-178	164	542
HSKHDBE01DGLMM	57-454	398	15-454	440	508
HSKHDBE01A0QMW	36-36	1	15-66	52	585
HSKHDBE01EM604	62-432	371	15-432	418	510
HSKHDBE01AN9SQ	57-445	389	15-445	431	510
HSKHDBE01BGWG1	55-429	375	15-429	415	528
HSKHDBE01EZQUR	59-500	442	15-500	486	517
HSKHDBE01E1H66	59-507	449	15-507	493	511
HSKHDBE01CEPAO	58-72	15	15-72	58	524
HSKHDBE01CZRC3	58-507	450	15-507	493	516
HSKHDBE01CC29Y	58-502	445	15-502	488	507
HSKHDBE01BWPR9	57-435	379	15-444	430	539
HSKHDBE01DYMZH	55-497	443	15-497	483	520
HSKHDBE01DP8KG	59-456	398	15-512	498	516
HSKHDBE01AW4T9	56-165	110	15-165	151	784
HSKHDBE01A8J9K	57-455	399	15-455	441	540
HSKHDBE01C8SJD	59-432	374	15-432	418	517
HSKHDBE01B31WD	54-436	383	15-436	422	501
HSKHDBE01AEZ2C	56-398	343	15-398	384	515
HSKHDBE01BEI9O	56-373	318	15-373	359	513
HSKHDBE01EEH4T	57-362	306	15-362	348	367
HSKHDBE01DEPHV	57-431	375	15-431	417	495
HSKHDBE01BEEQ1	59-345	287	15-345	331	534
HSKHDBE01EQ2WZ	54-399	346	15-409	395	507
HSKHDBE01A4UO5	57-466	410	15-466	452	501
HSKHDBE01C509F	93-459	367	15-459	445	479
HSKHDBE01BCVUE	55-358	304	15-358	344	555
HSKHDBE01DR3QY	59-502	444	15-502	488	528
HSKHDBE01CBDFO	56-454	399	15-454	440	519
HSKHDBE01A1X60	58-364	307	15-364	350	518
HSKHDBE01ECBIA	59-487	429	15-487	473	509
HSKHDBE01C3XPW	57-294	238	15-294	280	323
HSKHDBE01BVHGW	54-279	226	15-279	265	280
HSKHDBE01ESF43	51-51	1	15-51	37	538
HSKHDBE01CM7YY	56-514	459	15-514	500	519
HSKHDBE01DNFSS	58-507	450	15-507	493	512
HSKHDBE01A4LUD	54-499	446	15-499	485	511
HSKHDBE01B9P6X	57-294	238	15-294	280	598
HSKHDBE01DBOHO	61-492	432	15-492	478	520
HSKHDBE01C9T8R	61-500	440	15-500	486	513
HSKHDBE01CPKPZ	60-135	76	15-135	121	562
HSKHDBE01BU7PI	57-449	393	15-449	435	499
HSKHDBE01CQZNY	57-458	402	15-458	444	528
HSKHDBE01EOUVV	57-313	257	15-313	299	561
HSKHDBE01A594Y	59-420	362	15-420	406	509
HSKHDBE01EBGV2	57-297	241	15-297	283	329
HSKHDBE01DCZTN	61-509	449	15-509	495	515
HSKHDBE01ATYOH	56-93	38	15-105	91	767
HSKHDBE01EE1ZN	55-72	18	15-72	58	544
HSKHDBE01C9YQY	59-488	430	15-503	489	508
HSKHDBE01DXPSW	56-57	2	15-57	43	544
HSKHDBE01AHF3P	59-442	384	15-463	449	514
HSKHDBE01BQBNF	57-363	307	15-363	349	367
HSKHDBE01CFT48	83-102	20	15-102	88	116
HSKHDBE01CKH29	55-395	341	15-395	381	521
HSKHDBE01DP7XW	56-451	396	15-451	437	493
HSKHDBE01D1N91	56-472	417	15-472	458	477
HSKHDBE01AWCPS	61-420	360	15-420	406	520
HSKHDBE01BO0KE	56-120	65	15-120	106	469
HSKHDBE01BETT1	55-513	459	15-514	500	527
HSKHDBE01CW0HI	54-105	52	15-105	91	549
HSKHDBE01BDWSP	55-126	72	15-126	112	600
HSKHDBE01DLOCV	59-500	442	15-500	486	531
HSKHDBE01DEHXM	56-479	424	15-479	465	549
HSKHDBE01AURYZ	58-492	435	15-492	478	516
HSKHDBE01BEKOH	57-496	440	15-496	482	525
HSKHDBE01BE73X	54-500	447	15-500	486	513
HSKHDBE01A66MC	93-462	370	15-462	448	478
HSKHDBE01BA465	58-420	363	15-420	406	506
HSKHDBE01ERG2R	57-425	369	15-425	411	449
HSKHDBE01BZXKK	61-464	404	15-464	450	468
HSKHDBE01B2X5L	55-178	124	15-178	164	466
HSKHDBE01BKQNL	54-436	383	15-436	422	495
HSKHDBE01DYI78	37-50	14	15-50	36	577
HSKHDBE01EFX7K	56-435	380	15-435	421	546
HSKHDBE01BSE36	56-470	415	15-494	480	507
HSKHDBE01BU014	56-399	344	15-407	393	517
HSKHDBE01C3Q52	54-355	302	15-355	341	549
HSKHDBE01CGZH3	59-464	406	15-464	450	475
HSKHDBE01B0G0F	59-453	395	15-453	439	507
HSKHDBE01EA0AB	56-486	431	15-486	472	501
HSKHDBE01ATPWZ	60-468	409	15-468	454	492
HSKHDBE01CVKDY	56-390	335	16-390	375	502
HSKHDBE01B6OEI	59-515	457	15-515	501	519
HSKHDBE01DFK46	56-363	308	15-363	349	367
HSKHDBE01A7ERY	59-499	441	15-499	485	504
HSKHDBE01D3Z9Y	56-69	14	15-69	55	514
HSKHDBE01DMLLB	59-455	397	15-511	497	515
HSKHDBE01APC99	93-334	242	15-351	337	535
HSKHDBE01BT8DJ	58-422	365	15-432	418	546
HSKHDBE01B91QG	55-484	430	15-484	470	522
HSKHDBE01CYCWD	57-474	418	15-474	460	509
HSKHDBE01CLKVN	58-437	380	15-437	423	545
HSKHDBE01CITRW	57-356	300	15-356	342	359
HSKHDBE01CQAQB	58-448	391	15-448	434	511
HSKHDBE01A4IIT	56-473	418	15-473	459	477
HSKHDBE01CORKY	54-360	307	15-360	346	570
HSKHDBE01DR1K7	56-435	380	15-435	421	518
HSKHDBE01DSWS3	93-474	382	15-474	460	481
HSKHDBE01DOBOF	59-508	450	15-508	494	512
HSKHDBE01A3XOK	54-378	325	15-394	380	540
HSKHDBE01CJE2A	57-466	410	15-466	452	514
HSKHDBE01EKFZS	59-508	450	15-508	494	526
HSKHDBE01B2491	57-293	237	15-298	284	397
HSKHDBE01CHIZQ	55-503	449	15-503	489	518
HSKHDBE01BNL8M	56-396	341	15-396	382	517
HSKHDBE01CF1Y0	58-421	364	15-435	421	552
HSKHDBE01BBYEH	54-504	451	15-504	490	508
HSKHDBE01A3CF1	56-505	450	15-525	511	558
HSKHDBE01AJ7OL	56-403	348	15-422	408	499
HSKHDBE01ENM1X	61-453	393	15-453	439	465
HSKHDBE01BLX0O	55-484	430	15-502	488	520
HSKHDBE01AP66X	60-388	329	15-388	374	501
HSKHDBE01BY9EK	59-464	406	15-464	450	470
HSKHDBE01D9XKP	56-511	456	15-511	497	515
HSKHDBE01BQI5I	61-510	450	15-510	496	514
HSKHDBE01DFPAD	57-472	416	15-472	458	486
HSKHDBE01BPREY	55-401	347	15-401	387	525
HSKHDBE01DRYEK	56-437	382	15-451	437	547
HSKHDBE01A5WSF	56-553	498	15-553	539	565
HSKHDBE01EPSOQ	57-363	307	15-363	349	367
HSKHDBE01D4RI4	56-414	359	15-414	400	496
HSKHDBE01D2QW2	61-455	395	15-455	441	469
HSKHDBE01DNEB2	61-468	408	15-488	474	530
HSKHDBE01B2H32	57-475	419	15-475	461	540
HSKHDBE01AY85F	60-282	223	15-282	268	518
HSKHDBE01CO4Y0	61-157	97	15-157	143	591
HSKHDBE01BV06D	57-360	304	15-369	355	508
HSKHDBE01BDEIS	56-348	293	15-348	334	371
HSKHDBE01ADUZG	54-260	207	15-260	246	643
HSKHDBE01A0BT2	75-92	18	15-92	78	113
HSKHDBE01DHB9S	54-457	404	15-457	443	461
HSKHDBE01CK537	57-476	420	15-476	462	520
HSKHDBE01B0YYO	56-499	444	15-499	485	504
HSKHDBE01BZZQJ	57-473	417	15-473	459	512
HSKHDBE01DO51F	57-475	419	15-475	461	539
HSKHDBE01EDPPQ	57-206	150	15-227	213	526
HSKHDBE01C3KMA	54-390	337	15-390	376	536
HSKHDBE01ETTJ6	59-500	442	15-500	486	531
HSKHDBE01DWR1N	56-139	84	15-139	125	537
HSKHDBE01A11KR	56-470	415	15-497	483	516
HSKHDBE01ELEA7	55-55	1	15-55	41	577
HSKHDBE01ALATR	54-507	454	15-507	493	522
HSKHDBE01C3WKB	55-483	429	15-483	469	517
HSKHDBE01DND8M	59-131	73	15-131	117	726
HSKHDBE01EEHVX	61-513	453	15-513	499	519
HSKHDBE01BYK06	57-465	409	15-465	451	498
HSKHDBE01C82YV	56-471	416	15-500	486	517
HSKHDBE01CLVUF	54-125	72	15-125	111	405
