Accno	Trimpoints Used	Used Trimmed Length	Orig Trimpoints	Orig Trimmed Length	Raw Length
HNV3Z9J02HWSH6	44-44	1	15-44	30	766
HNV3Z9J02GOQRD	59-264	206	15-275	261	546
HNV3Z9J02G7XT8	60-201	142	15-201	187	661
HNV3Z9J02HY6VY	58-381	324	15-381	367	527
HNV3Z9J02GWQBR	63-335	273	15-365	351	570
HNV3Z9J02IRFGT	58-329	272	15-329	315	604
HNV3Z9J02HLPXR	57-185	129	15-185	171	540
HNV3Z9J02H9117	58-245	188	15-245	231	570
HNV3Z9J02HB585	59-370	312	15-370	356	553
HNV3Z9J02IE35E	37-315	279	15-315	301	529
HNV3Z9J02G7Z3U	37-309	273	15-309	295	604
HNV3Z9J02GCGJ8	36-291	256	15-291	277	560
HNV3Z9J02HWBE1	60-446	387	15-446	432	529
HNV3Z9J02H2EIQ	59-159	101	15-159	145	378
HNV3Z9J02HIGE8	37-289	253	15-289	275	569
HNV3Z9J02IGSXC	60-186	127	15-186	172	205
HNV3Z9J02J2CLI	37-259	223	15-259	245	593
HNV3Z9J02JIWRO	56-295	240	15-295	281	540
HNV3Z9J02GBMD9	62-388	327	15-388	374	552
HNV3Z9J02HKND7	66-129	64	15-129	115	528
HNV3Z9J02F70NO	61-229	169	15-256	242	539
HNV3Z9J02II99S	37-294	258	15-294	280	574
HNV3Z9J02FS6TZ	37-280	244	15-280	266	513
HNV3Z9J02IUKKH	52-52	1	15-52	38	562
HNV3Z9J02JU69R	58-331	274	15-331	317	594
HNV3Z9J02J0Y4N	62-317	256	15-317	303	558
HNV3Z9J02HVZFV	58-356	299	15-356	342	546
HNV3Z9J02JZ903	37-300	264	15-300	286	592
HNV3Z9J02JH2QW	77-246	170	15-273	259	485
HNV3Z9J02GVKEE	58-405	348	15-405	391	523
HNV3Z9J02JF9XV	61-360	300	15-360	346	519
HNV3Z9J02IA8MV	72-336	265	15-336	322	548
HNV3Z9J02ILO9X	79-305	227	15-305	291	619
HNV3Z9J02GGTS1	58-431	374	15-431	417	524
HNV3Z9J02G512X	46-46	1	15-54	40	611
HNV3Z9J02GVJ4Y	37-337	301	15-337	323	558
HNV3Z9J02GOU9P	66-287	222	15-287	273	496
HNV3Z9J02GI0IF	58-160	103	15-160	146	610
HNV3Z9J02IGJHH	37-186	150	15-186	172	529
HNV3Z9J02IDQMZ	63-156	94	15-156	142	525
HNV3Z9J02IXVEK	60-394	335	15-394	380	519
HNV3Z9J02IV54X	57-289	233	15-289	275	515
HNV3Z9J02FZ1RJ	61-170	110	15-170	156	555
HNV3Z9J02I9GQV	61-366	306	15-366	352	525
HNV3Z9J02JAHFE	37-269	233	15-269	255	553
HNV3Z9J02FWKY4	57-456	400	15-456	442	508
HNV3Z9J02GPDI5	60-420	361	15-420	406	525
HNV3Z9J02GI0NE	55-242	188	14-242	229	501
HNV3Z9J02I48LE	37-289	253	15-289	275	621
HNV3Z9J02ITBVR	37-45	9	15-45	31	677
HNV3Z9J02HV6WH	60-389	330	15-389	375	545
HNV3Z9J02GP628	59-343	285	15-343	329	529
HNV3Z9J02G1IEA	58-432	375	15-432	418	527
HNV3Z9J02IKMI1	58-285	228	15-285	271	529
HNV3Z9J02I01GM	59-295	237	15-301	287	642
HNV3Z9J02GQ4PL	57-356	300	15-356	342	533
HNV3Z9J02H2XEC	59-336	278	15-336	322	589
HNV3Z9J02H9U8M	38-38	1	16-60	45	653
HNV3Z9J02FIEBT	59-83	25	15-83	69	721
HNV3Z9J02JI4Y0	58-402	345	15-402	388	541
HNV3Z9J02HKL56	50-50	1	15-50	36	689
HNV3Z9J02II3CE	65-397	333	15-397	383	508
HNV3Z9J02JXICC	73-305	233	15-305	291	532
HNV3Z9J02IBF58	57-139	83	15-139	125	623
HNV3Z9J02GE0AO	37-268	232	15-268	254	534
HNV3Z9J02HN7I0	60-421	362	15-421	407	494
HNV3Z9J02JQTC0	37-93	57	15-93	79	518
HNV3Z9J02JKKLX	57-320	264	15-320	306	546
HNV3Z9J02F0PYH	59-394	336	15-394	380	536
HNV3Z9J02IYLP9	65-285	221	15-285	271	530
HNV3Z9J02IPEQR	59-253	195	15-253	239	608
HNV3Z9J02JDOM0	58-438	381	15-438	424	546
HNV3Z9J02F6KY9	57-381	325	15-381	367	532
HNV3Z9J02GD8JK	58-283	226	15-283	269	512
HNV3Z9J02I68NM	61-333	273	15-333	319	526
HNV3Z9J02I4OS6	37-222	186	15-222	208	559
HNV3Z9J02HXH2Q	37-385	349	15-385	371	511
HNV3Z9J02HO41M	56-307	252	15-307	293	541
HNV3Z9J02HO4CK	60-116	57	15-116	102	514
HNV3Z9J02GLD9M	61-323	263	15-323	309	505
HNV3Z9J02FVGCG	61-139	79	15-139	125	426
HNV3Z9J02F5QLQ	62-328	267	15-328	314	543
HNV3Z9J02H1TYP	58-366	309	15-366	352	549
HNV3Z9J02IYX6I	37-202	166	15-202	188	815
HNV3Z9J02FN49O	58-389	332	15-389	375	521
HNV3Z9J02HUHC8	37-170	134	15-170	156	834
HNV3Z9J02FRTXI	59-338	280	15-338	324	552
HNV3Z9J02HMAOM	60-257	198	15-257	243	549
HNV3Z9J02HJM6I	60-422	363	15-422	408	532
HNV3Z9J02FQSZD	57-195	139	15-224	210	579
HNV3Z9J02FX2GQ	57-405	349	15-405	391	531
HNV3Z9J02GRM03	65-362	298	15-362	348	526
HNV3Z9J02FU7VB	57-308	252	15-308	294	571
HNV3Z9J02GB58Q	56-135	80	15-135	121	687
HNV3Z9J02I47ZE	62-348	287	15-348	334	537
HNV3Z9J02IJ26O	58-63	6	15-63	49	772
HNV3Z9J02HEYXN	61-335	275	15-335	321	537
HNV3Z9J02FVRTJ	37-273	237	15-273	259	525
HNV3Z9J02I33PC	59-259	201	15-259	245	540
HNV3Z9J02IVTWN	61-444	384	15-444	430	542
HNV3Z9J02I736L	58-244	187	15-244	230	605
HNV3Z9J02IKLPP	62-188	127	15-188	174	560
HNV3Z9J02HTLXZ	37-280	244	15-288	274	579
HNV3Z9J02IY97W	59-264	206	15-264	250	514
HNV3Z9J02HJTOI	37-254	218	15-254	240	557
HNV3Z9J02JWWVA	59-382	324	15-382	368	601
HNV3Z9J02JA21V	61-365	305	15-365	351	599
HNV3Z9J02I4DAA	37-80	44	15-80	66	518
HNV3Z9J02GGV46	78-243	166	15-243	229	676
HNV3Z9J02F72IF	37-321	285	15-321	307	535
HNV3Z9J02G74MO	60-352	293	15-352	338	521
HNV3Z9J02HNNN6	77-245	169	15-262	248	621
HNV3Z9J02IKBKG	37-295	259	15-295	281	522
HNV3Z9J02G6PFS	56-338	283	15-338	324	494
HNV3Z9J02GBXOA	58-286	229	15-286	272	509
HNV3Z9J02FYB5L	37-284	248	15-284	270	536
HNV3Z9J02JITRH	58-261	204	15-261	247	541
HNV3Z9J02IT40X	58-285	228	15-285	271	559
HNV3Z9J02G47P2	59-211	153	15-211	197	690
HNV3Z9J02JC05S	58-302	245	15-302	288	554
HNV3Z9J02I94G6	37-222	186	15-222	208	780
HNV3Z9J02GFAXC	59-319	261	15-319	305	525
HNV3Z9J02G9TTI	57-277	221	15-316	302	519
HNV3Z9J02IC9WR	37-48	12	15-48	34	730
HNV3Z9J02F9I8F	58-334	277	15-334	320	524
HNV3Z9J02F76XG	62-347	286	15-382	368	537
HNV3Z9J02GUJA4	61-323	263	15-323	309	536
HNV3Z9J02HC1AM	59-374	316	15-374	360	624
HNV3Z9J02IUW97	38-169	132	15-169	155	591
HNV3Z9J02HLLSF	59-401	343	15-401	387	536
HNV3Z9J02JY39D	63-123	61	15-123	109	808
HNV3Z9J02HM3A0	60-192	133	15-192	178	575
HNV3Z9J02IV4QZ	58-163	106	15-176	162	339
HNV3Z9J02FJX67	37-53	17	15-53	39	661
HNV3Z9J02FSHAU	61-417	357	15-417	403	527
HNV3Z9J02H46SZ	58-397	340	15-397	383	542
HNV3Z9J02IX9PF	60-205	146	15-205	191	524
HNV3Z9J02I1QLX	59-307	249	15-307	293	513
HNV3Z9J02FV13D	36-36	1	15-50	36	467
HNV3Z9J02HTLKX	59-323	265	15-323	309	514
HNV3Z9J02H10EK	37-238	202	15-238	224	540
HNV3Z9J02H7PIR	65-99	35	15-99	85	771
HNV3Z9J02IEMB4	58-279	222	15-279	265	555
HNV3Z9J02IKID1	63-289	227	15-289	275	587
HNV3Z9J02GZ1WM	60-344	285	15-344	330	537
HNV3Z9J02IED8T	59-162	104	15-175	161	677
HNV3Z9J02GN2Z2	62-275	214	15-275	261	523
HNV3Z9J02IL9MT	37-339	303	15-339	325	592
HNV3Z9J02FNJMA	60-328	269	15-328	314	501
HNV3Z9J02IAV2C	77-245	169	15-275	261	538
HNV3Z9J02GUYJE	37-302	266	15-318	304	573
HNV3Z9J02JWETA	58-402	345	15-402	388	497
HNV3Z9J02IJU2D	60-210	151	15-210	196	615
HNV3Z9J02G7Z76	59-86	28	15-92	78	180
HNV3Z9J02HKZSO	58-366	309	15-366	352	562
HNV3Z9J02F3SEI	61-363	303	15-363	349	599
HNV3Z9J02J35X4	59-177	119	15-198	184	525
HNV3Z9J02IYV4Z	59-200	142	15-200	186	636
HNV3Z9J02H5KAF	59-317	259	15-317	303	507
HNV3Z9J02HD9V1	61-308	248	15-308	294	573
HNV3Z9J02GJ555	37-62	26	15-62	48	601
HNV3Z9J02FV6TF	37-75	39	15-75	61	701
HNV3Z9J02FN9L3	61-414	354	15-414	400	555
HNV3Z9J02HACEP	37-290	254	15-290	276	596
HNV3Z9J02JOTLY	60-197	138	15-197	183	539
HNV3Z9J02GX8MV	60-353	294	15-353	339	551
HNV3Z9J02IQG0B	58-315	258	15-315	301	548
HNV3Z9J02IK8UD	60-215	156	15-215	201	721
HNV3Z9J02HZU8D	37-323	287	15-323	309	616
HNV3Z9J02IBS6J	57-88	32	15-88	74	573
HNV3Z9J02HJGO1	37-288	252	15-288	274	518
HNV3Z9J02JQNLZ	59-395	337	15-395	381	502
HNV3Z9J02F0OW7	59-279	221	15-279	265	529
HNV3Z9J02FMFBM	37-284	248	15-330	316	371
HNV3Z9J02FN3CS	60-305	246	15-305	291	527
HNV3Z9J02G2ZB0	37-240	204	15-240	226	540
HNV3Z9J02IFP50	37-273	237	15-274	260	560
HNV3Z9J02F7NR5	65-347	283	15-347	333	662
HNV3Z9J02J2K99	60-437	378	15-437	423	498
HNV3Z9J02JRWK6	58-288	231	15-288	274	547
HNV3Z9J02JGZN6	57-108	52	15-108	94	609
HNV3Z9J02GNEK4	56-280	225	14-280	267	511
HNV3Z9J02I6OS1	36-36	1	15-64	50	634
HNV3Z9J02FG0SM	51-51	1	15-51	37	795
HNV3Z9J02FYHAT	61-330	270	15-330	316	550
HNV3Z9J02GC1ZZ	58-260	203	15-260	246	609
HNV3Z9J02G6XK9	66-296	231	15-296	282	498
HNV3Z9J02GDN5D	59-342	284	15-342	328	627
HNV3Z9J02GQXBW	59-382	324	15-382	368	496
HNV3Z9J02G3WDN	37-191	155	15-191	177	568
HNV3Z9J02GZE86	59-322	264	15-322	308	517
HNV3Z9J02GCF1X	39-70	32	16-70	55	630
HNV3Z9J02GJPG4	52-52	1	15-52	38	746
HNV3Z9J02J2X5M	60-83	24	15-83	69	725
HNV3Z9J02GVLU4	59-246	188	15-246	232	539
HNV3Z9J02HGBRY	62-228	167	15-228	214	543
HNV3Z9J02GKH12	37-391	355	15-391	377	537
HNV3Z9J02JCXIT	57-359	303	15-359	345	543
HNV3Z9J02GWPUE	58-168	111	15-168	154	661
HNV3Z9J02HOLKY	37-168	132	15-168	154	766
HNV3Z9J02JN4UV	36-36	1	15-66	52	846
HNV3Z9J02GUPO6	57-223	167	15-223	209	264
HNV3Z9J02FPN2R	60-393	334	15-393	379	544
HNV3Z9J02IV1RM	45-45	1	15-45	31	593
HNV3Z9J02ID9F4	37-270	234	15-270	256	640
HNV3Z9J02IC815	60-297	238	15-297	283	651
HNV3Z9J02FR1D3	59-329	271	15-329	315	610
HNV3Z9J02FM17Q	58-361	304	15-361	347	548
HNV3Z9J02JJSVT	69-437	369	15-454	440	556
HNV3Z9J02HQDUQ	60-431	372	15-431	417	495
HNV3Z9J02IQNAB	60-265	206	15-281	267	609
HNV3Z9J02GSDIB	60-243	184	15-243	229	525
HNV3Z9J02I5ATI	58-68	11	15-68	54	705
HNV3Z9J02JOSIE	37-220	184	15-220	206	555
HNV3Z9J02HU2XN	60-277	218	15-277	263	534
HNV3Z9J02GPBJB	58-245	188	15-245	231	546
HNV3Z9J02FRNYH	58-294	237	15-317	303	521
HNV3Z9J02HTDTZ	37-48	12	15-48	34	751
HNV3Z9J02J09L5	36-36	1	15-60	46	642
HNV3Z9J02FWN07	57-395	339	15-395	381	537
HNV3Z9J02GIY6X	58-390	333	15-390	376	505
HNV3Z9J02GUAZE	37-225	189	15-225	211	807
HNV3Z9J02FN679	36-36	1	15-47	33	911
HNV3Z9J02JPEBR	59-343	285	15-348	334	504
HNV3Z9J02I9KGG	62-281	220	15-281	267	544
HNV3Z9J02FLUZJ	59-393	335	15-393	379	525
HNV3Z9J02JAO4T	58-181	124	15-217	203	558
HNV3Z9J02FNZGE	37-295	259	15-295	281	560
HNV3Z9J02IU6XC	37-267	231	15-267	253	494
HNV3Z9J02F8CEU	59-338	280	15-338	324	535
HNV3Z9J02JKKBQ	37-57	21	15-57	43	926
HNV3Z9J02H5S4M	61-318	258	15-330	316	570
HNV3Z9J02IMBIB	37-256	220	15-256	242	588
HNV3Z9J02JC4YM	58-186	129	15-186	172	529
HNV3Z9J02ICGNQ	73-372	300	15-372	358	546
HNV3Z9J02F27QH	60-393	334	15-393	379	549
HNV3Z9J02IZX19	58-354	297	15-354	340	535
HNV3Z9J02G9VBT	59-279	221	15-279	265	560
HNV3Z9J02JDRL3	61-210	150	15-210	196	337
HNV3Z9J02HZEBF	59-371	313	15-371	357	506
HNV3Z9J02HBTQK	65-276	212	15-276	262	573
HNV3Z9J02FJKMJ	60-226	167	15-226	212	632
HNV3Z9J02GMR3O	58-299	242	15-299	285	546
HNV3Z9J02GQE5T	58-240	183	15-240	226	553
HNV3Z9J02G1H51	59-276	218	15-276	262	512
HNV3Z9J02FK6V5	61-351	291	15-351	337	509
HNV3Z9J02GAVXH	37-390	354	15-390	376	576
HNV3Z9J02FP930	61-170	110	15-170	156	547
HNV3Z9J02HK8P3	60-222	163	15-222	208	553
HNV3Z9J02G9YZF	60-414	355	15-414	400	531
HNV3Z9J02H1GRW	36-36	1	15-64	50	706
HNV3Z9J02F61YZ	60-297	238	15-297	283	541
HNV3Z9J02HPGAX	37-344	308	15-344	330	514
HNV3Z9J02I0L27	36-36	1	15-72	58	536
HNV3Z9J02G4FW1	56-327	272	15-327	313	582
HNV3Z9J02GQBJD	57-360	304	15-360	346	527
HNV3Z9J02GZVG5	66-296	231	15-296	282	486
HNV3Z9J02H2DQZ	37-249	213	15-281	267	586
HNV3Z9J02FOVGZ	37-292	256	15-292	278	567
HNV3Z9J02GZ9S9	59-374	316	15-374	360	511
HNV3Z9J02I25Y8	59-333	275	15-333	319	560
HNV3Z9J02GM5F5	58-272	215	15-272	258	566
HNV3Z9J02IBMGA	61-303	243	15-303	289	557
HNV3Z9J02GYQFZ	58-225	168	15-225	211	817
HNV3Z9J02HNACT	38-65	28	15-65	51	754
HNV3Z9J02HR4A5	38-38	1	15-58	44	554
HNV3Z9J02I8ROV	60-151	92	15-152	138	816
HNV3Z9J02GBLK3	37-309	273	15-309	295	551
HNV3Z9J02GX3S7	58-230	173	15-230	216	646
HNV3Z9J02I1ZPG	37-218	182	15-218	204	618
HNV3Z9J02H4O3A	37-301	265	15-301	287	552
HNV3Z9J02GTR2Q	60-91	32	15-91	77	494
HNV3Z9J02JTLW0	60-416	357	15-416	402	531
HNV3Z9J02GXJ1P	63-226	164	15-226	212	620
HNV3Z9J02IJRTH	79-367	289	15-367	353	476
HNV3Z9J02HO10X	60-329	270	15-340	326	527
HNV3Z9J02FLWWM	37-174	138	15-174	160	536
HNV3Z9J02HPF9P	37-287	251	15-287	273	529
HNV3Z9J02JKDLL	58-393	336	15-393	379	526
HNV3Z9J02IVDW8	38-74	37	15-74	60	649
HNV3Z9J02IZQLS	37-384	348	15-384	370	512
HNV3Z9J02GYU90	56-324	269	15-324	310	556
HNV3Z9J02JR4N6	61-328	268	15-328	314	485
HNV3Z9J02HQDJ4	61-237	177	15-237	223	252
HNV3Z9J02FJWTX	37-37	1	15-57	43	805
HNV3Z9J02JOPG2	58-217	160	15-217	203	569
HNV3Z9J02GI2ED	58-348	291	15-348	334	524
HNV3Z9J02HXIU2	61-298	238	15-298	284	545
HNV3Z9J02JJ1XX	61-375	315	15-375	361	525
HNV3Z9J02J0R35	57-269	213	15-281	267	543
HNV3Z9J02H8VCJ	58-275	218	15-275	261	549
HNV3Z9J02JRXEE	37-378	342	15-378	364	548
HNV3Z9J02F2X7Q	59-315	257	15-315	301	533
HNV3Z9J02F0F7A	61-230	170	15-246	232	595
HNV3Z9J02I03I2	58-284	227	15-284	270	485
HNV3Z9J02HQ41O	37-204	168	15-204	190	734
HNV3Z9J02ID6P1	61-385	325	15-385	371	536
HNV3Z9J02GE1TX	57-318	262	15-318	304	570
HNV3Z9J02GYKWZ	56-338	283	15-338	324	539
HNV3Z9J02FY5XJ	37-76	40	15-76	62	633
HNV3Z9J02HCC4W	37-282	246	15-282	268	562
HNV3Z9J02FYCYG	62-165	104	15-169	155	535
HNV3Z9J02FQGKQ	59-224	166	15-224	210	564
HNV3Z9J02IL75G	58-160	103	15-160	146	570
HNV3Z9J02HDCQE	37-246	210	15-246	232	516
HNV3Z9J02JB6GW	60-248	189	15-248	234	649
HNV3Z9J02FVCPK	37-49	13	15-49	35	795
HNV3Z9J02I77LF	56-291	236	15-291	277	526
HNV3Z9J02IQADI	39-68	30	15-68	54	538
HNV3Z9J02JAR3P	37-257	221	15-257	243	657
HNV3Z9J02FQF2J	37-395	359	15-395	381	556
HNV3Z9J02FX3FG	77-244	168	15-267	253	520
HNV3Z9J02H80K2	57-450	394	15-450	436	510
HNV3Z9J02J0ZZD	37-273	237	15-300	286	528
HNV3Z9J02IA158	58-312	255	15-312	298	510
HNV3Z9J02F2POF	58-335	278	15-335	321	532
HNV3Z9J02GMZ0M	72-191	120	15-191	177	690
HNV3Z9J02I3X0N	71-281	211	15-281	267	523
HNV3Z9J02HWPMJ	60-393	334	15-393	379	546
HNV3Z9J02HRYWX	58-348	291	15-348	334	538
HNV3Z9J02HUYL8	58-341	284	15-341	327	516
HNV3Z9J02FN25A	37-189	153	15-189	175	518
HNV3Z9J02F870M	59-342	284	15-342	328	579
HNV3Z9J02HWHXA	65-219	155	15-219	205	630
HNV3Z9J02G6BAW	58-290	233	15-290	276	527
HNV3Z9J02JVWRH	58-353	296	15-353	339	534
HNV3Z9J02HTB4T	61-80	20	15-80	66	607
HNV3Z9J02HV3AB	61-360	300	15-375	361	536
HNV3Z9J02IKTY2	37-278	242	15-278	264	658
HNV3Z9J02JIU5Y	58-280	223	15-280	266	560
HNV3Z9J02F5HE0	37-215	179	15-215	201	592
HNV3Z9J02GGZYB	61-215	155	15-215	201	530
HNV3Z9J02GDBKL	65-280	216	15-280	266	575
HNV3Z9J02IO6PL	58-245	188	15-245	231	749
HNV3Z9J02FIIZE	58-408	351	15-408	394	521
HNV3Z9J02G34IB	58-328	271	15-328	314	519
HNV3Z9J02HBLN4	80-240	161	15-240	226	584
HNV3Z9J02JX5KR	37-280	244	15-280	266	525
HNV3Z9J02GA99N	50-50	1	15-50	36	590
HNV3Z9J02GEVDU	60-189	130	15-189	175	564
HNV3Z9J02GDR7P	37-124	88	15-124	110	535
HNV3Z9J02JFHZ5	57-84	28	15-84	70	868
HNV3Z9J02HZ7NG	37-296	260	15-296	282	547
HNV3Z9J02H667S	60-423	364	15-423	409	500
HNV3Z9J02IY41A	61-97	37	15-97	83	531
HNV3Z9J02J4X8H	37-49	13	15-49	35	631
HNV3Z9J02H7CK6	56-392	337	15-392	378	488
HNV3Z9J02FKPT6	58-92	35	15-92	78	609
HNV3Z9J02J0M0I	60-331	272	15-344	330	535
HNV3Z9J02HG8SQ	38-46	9	15-54	40	665
HNV3Z9J02GQT3V	56-347	292	15-347	333	518
HNV3Z9J02H0WGR	36-36	1	15-55	41	526
HNV3Z9J02FU78G	61-359	299	15-359	345	518
HNV3Z9J02GIQJA	57-281	225	15-281	267	527
HNV3Z9J02F6I54	37-370	334	15-370	356	564
HNV3Z9J02H20H8	56-189	134	15-199	185	733
HNV3Z9J02J1O9D	60-321	262	15-374	360	403
HNV3Z9J02G38IF	37-179	143	14-179	166	596
HNV3Z9J02JHDRD	37-377	341	15-377	363	540
HNV3Z9J02HEVPB	37-286	250	15-286	272	698
HNV3Z9J02I92N7	60-125	66	15-125	111	784
HNV3Z9J02IZNWE	59-356	298	15-356	342	536
HNV3Z9J02GKJIH	57-342	286	15-342	328	546
HNV3Z9J02FZRSW	37-342	306	15-342	328	565
HNV3Z9J02GIZK2	36-36	1	15-55	41	655
HNV3Z9J02HT0DT	60-297	238	15-297	283	551
HNV3Z9J02F2817	58-305	248	15-305	291	656
HNV3Z9J02JX8RU	59-333	275	15-333	319	604
HNV3Z9J02F9LZS	58-173	116	15-173	159	724
HNV3Z9J02ISC7E	62-323	262	15-323	309	541
HNV3Z9J02J0GBF	65-272	208	15-272	258	511
HNV3Z9J02HCIZQ	59-154	96	15-154	140	582
HNV3Z9J02IAVY2	61-305	245	15-305	291	577
HNV3Z9J02JAOWR	37-222	186	15-222	208	574
HNV3Z9J02GT9JL	57-249	193	15-249	235	706
HNV3Z9J02IFR4K	37-221	185	15-221	207	563
HNV3Z9J02IKF30	36-36	1	15-68	54	872
HNV3Z9J02JPBBQ	37-327	291	15-327	313	530
HNV3Z9J02IMG5D	58-292	235	15-292	278	523
HNV3Z9J02G4V2G	58-203	146	15-211	197	522
HNV3Z9J02IKHI3	37-278	242	15-307	293	496
HNV3Z9J02FH5D5	59-186	128	15-186	172	630
HNV3Z9J02IEMTY	37-287	251	15-287	273	512
HNV3Z9J02HI9XU	58-256	199	15-256	242	558
HNV3Z9J02IRSLV	37-233	197	15-233	219	537
HNV3Z9J02IDAKA	79-218	140	15-218	204	548
HNV3Z9J02JRJGT	58-308	251	15-349	335	400
HNV3Z9J02H0U6F	54-304	251	15-307	293	585
HNV3Z9J02HX5HH	37-88	52	15-88	74	578
HNV3Z9J02FQNRY	56-286	231	15-286	272	537
HNV3Z9J02JEM77	58-366	309	15-366	352	542
HNV3Z9J02FIEI2	60-83	24	15-83	69	559
HNV3Z9J02JNEVP	61-285	225	15-285	271	464
HNV3Z9J02IKIQR	58-85	28	15-122	108	944
HNV3Z9J02IR5S4	58-328	271	15-328	314	572
HNV3Z9J02IKNPZ	62-271	210	15-271	257	569
HNV3Z9J02IGVXP	59-271	213	15-271	257	510
HNV3Z9J02JZN8X	59-84	26	15-84	70	977
HNV3Z9J02G6Y5O	66-373	308	15-373	359	561
HNV3Z9J02HNT9P	58-84	27	15-84	70	825
HNV3Z9J02IP714	58-276	219	15-276	262	715
HNV3Z9J02F7AM1	60-279	220	16-279	264	565
HNV3Z9J02F9FVN	61-279	219	15-279	265	591
HNV3Z9J02IZV4Y	61-234	174	15-234	220	569
HNV3Z9J02IWDN4	58-328	271	15-328	314	515
HNV3Z9J02GPQ7S	58-382	325	15-382	368	511
HNV3Z9J02JLON2	58-283	226	15-283	269	496
HNV3Z9J02FQGCX	58-328	271	15-328	314	512
HNV3Z9J02I7Y5A	59-264	206	15-299	285	592
HNV3Z9J02J47PS	58-130	73	15-130	116	634
HNV3Z9J02GISGY	65-288	224	15-288	274	566
HNV3Z9J02HLQI1	61-125	65	15-125	111	821
HNV3Z9J02G3MPY	15-341	327	15-343	329	509
HNV3Z9J02JXEGO	58-153	96	15-153	139	680
HNV3Z9J02IAQC6	56-339	284	15-339	325	554
HNV3Z9J02G2V3M	58-385	328	15-385	371	502
HNV3Z9J02I3PEL	37-225	189	15-225	211	535
HNV3Z9J02JL7Z1	60-239	180	15-239	225	630
HNV3Z9J02FWPDU	61-168	108	15-168	154	546
HNV3Z9J02I4Z2C	59-101	43	15-101	87	710
HNV3Z9J02G5BPU	59-178	120	15-178	164	577
HNV3Z9J02JMSQQ	37-64	28	15-64	50	559
HNV3Z9J02HO0AL	61-307	247	15-307	293	580
HNV3Z9J02H5JXU	37-305	269	15-305	291	569
HNV3Z9J02JHH4L	59-296	238	15-308	294	516
HNV3Z9J02FMFEU	58-317	260	15-317	303	523
HNV3Z9J02FMNZP	58-364	307	15-364	350	501
HNV3Z9J02FT4PU	59-336	278	15-336	322	344
HNV3Z9J02HNLVM	59-292	234	15-292	278	563
HNV3Z9J02GX7KH	37-383	347	15-383	369	560
HNV3Z9J02F80MT	61-370	310	15-376	362	484
HNV3Z9J02FH2VP	37-349	313	15-349	335	526
HNV3Z9J02HQF1X	37-243	207	15-243	229	572
HNV3Z9J02FKOYH	37-291	255	15-303	289	677
HNV3Z9J02IIM2U	37-248	212	15-248	234	634
HNV3Z9J02IIS5Y	60-131	72	15-146	132	580
HNV3Z9J02IBYUR	60-404	345	15-404	390	494
HNV3Z9J02I13RN	37-56	20	15-56	42	558
HNV3Z9J02HQ35B	36-36	1	15-64	50	565
HNV3Z9J02HPPYA	62-273	212	15-273	259	567
HNV3Z9J02GW59R	58-374	317	15-374	360	517
HNV3Z9J02FRXVE	58-343	286	15-343	329	546
HNV3Z9J02JYML1	37-49	13	15-49	35	572
HNV3Z9J02HJHCD	59-87	29	15-87	73	530
HNV3Z9J02JC08I	60-232	173	15-232	218	527
HNV3Z9J02GSEXL	60-284	225	15-284	270	538
HNV3Z9J02HSFD1	58-404	347	15-404	390	547
HNV3Z9J02J3GI0	57-291	235	15-291	277	560
HNV3Z9J02FVOPD	60-265	206	15-300	286	558
HNV3Z9J02HRFPX	35-379	345	15-379	365	576
HNV3Z9J02GEFTX	37-237	201	15-237	223	550
HNV3Z9J02JX88R	37-285	249	15-285	271	580
HNV3Z9J02FMP8Z	61-257	197	15-257	243	536
HNV3Z9J02FOI1K	58-186	129	15-186	172	711
HNV3Z9J02HHKDM	58-318	261	15-318	304	541
HNV3Z9J02I06QQ	61-400	340	15-400	386	525
HNV3Z9J02IKWGA	37-223	187	15-223	209	564
HNV3Z9J02H4YLP	60-308	249	15-335	321	594
HNV3Z9J02II8V9	58-278	221	15-278	264	711
HNV3Z9J02F2RGU	60-357	298	15-357	343	570
HNV3Z9J02JTVUI	60-201	142	15-201	187	525
HNV3Z9J02JM75R	58-313	256	15-313	299	523
HNV3Z9J02IVT5U	59-107	49	15-107	93	596
HNV3Z9J02FYNMD	57-233	177	15-233	219	804
HNV3Z9J02HFJ7H	60-310	251	15-310	296	529
HNV3Z9J02JHUK7	57-313	257	15-313	299	319
HNV3Z9J02JOL29	57-181	125	15-181	167	836
HNV3Z9J02IEE4J	58-293	236	15-324	310	504
HNV3Z9J02GZWV7	36-36	1	15-56	42	784
HNV3Z9J02FLP2T	66-280	215	15-280	266	560
HNV3Z9J02I46MO	40-45	6	15-45	31	566
HNV3Z9J02FKFDR	55-347	293	15-347	333	529
HNV3Z9J02G578W	57-457	401	15-457	443	511
HNV3Z9J02G0X03	57-309	253	15-309	295	574
HNV3Z9J02G24BC	57-165	109	15-165	151	564
HNV3Z9J02G8JXH	60-292	233	15-292	278	537
HNV3Z9J02GR4TA	59-202	144	15-202	188	636
HNV3Z9J02IM3VQ	37-281	245	15-281	267	514
HNV3Z9J02G0RZO	61-232	172	15-232	218	535
HNV3Z9J02JDR6F	65-308	244	15-308	294	517
HNV3Z9J02I7TL1	61-327	267	15-327	313	551
HNV3Z9J02HWZJ6	56-457	402	15-464	450	483
